question,response,party,truth
longeducationchange,10,D,27
longeducationchange,20,D,27
longeducationchange,40,D,27
longeducationchange,20,R,27
longeducationchange,14,I,27
longeducationchange,-10,I,27
longeducationchange,90,R,27
longeducationchange,70,D,27
longeducationchange,30,R,27
longeducationchange,30,D,27
longeducationchange,25,D,27
longeducationchange,30,D,27
longeducationchange,20,R,27
longeducationchange,43,R,27
longeducationchange,39,R,27
longeducationchange,10,I,27
longeducationchange,15,I,27
longeducationchange,28,R,27
longeducationchange,40,D,27
longeducationchange,69,D,27
longeducationchange,20,R,27
longeducationchange,5,R,27
longeducationchange,70,R,27
longeducationchange,30,I,27
longeducationchange,40,D,27
longeducationchange,6,R,27
longeducationchange,34,R,27
longeducationchange,10,D,27
longeducationchange,-10,R,27
longeducationchange,5,D,27
longeducationchange,20,I,27
longeducationchange,50,D,27
longeducationchange,35,R,27
longeducationchange,50,D,27
longeducationchange,3,R,27
longeducationchange,0.75,D,27
longeducationchange,20,D,27
longeducationchange,60,R,27
longeducationchange,49,D,27
longeducationchange,9,D,27
longeducationchange,5,R,27
longeducationchange,15,D,27
longeducationchange,30,R,27
longeducationchange,30,D,27
longeducationchange,0.1,D,27
longeducationchange,5,D,27
longeducationchange,25,D,27
longeducationchange,28,D,27
longeducationchange,50,D,27
longeducationchange,30,D,27
longeducationchange,44,D,27
longeducationchange,15,D,27
longeducationchange,50,D,27
longeducationchange,65,D,27
longeducationchange,12,R,27
longeducationchange,33,D,27
longeducationchange,25,D,27
longeducationchange,40,I,27
longeducationchange,0,D,27
longeducationchange,18,D,27
longeducationchange,0,R,27
longeducationchange,10,D,27
longeducationchange,10,I,27
longeducationchange,65,I,27
longeducationchange,3,D,27
longeducationchange,15,I,27
longeducationchange,-10,R,27
longeducationchange,15,I,27
longeducationchange,10,D,27
longeducationchange,20,I,27
longeducationchange,9,I,27
longeducationchange,10,D,27
longeducationchange,35,I,27
longeducationchange,40,D,27
longeducationchange,40,R,27
longeducationchange,16,R,27
longeducationchange,-5,D,27
longeducationchange,21,D,27
longeducationchange,-10,R,27
longeducationchange,10,I,27
longeducationchange,34,D,27
longeducationchange,25,D,27
longeducationchange,30,I,27
longeducationchange,15,D,27
longeducationchange,25,D,27
longeducationchange,40,D,27
longeducationchange,50,R,27
longeducationchange,59,D,27
longeducationchange,20,D,27
longeducationchange,-15,R,27
longeducationchange,15,R,27
longeducationchange,10,I,27
longeducationchange,50,R,27
longeducationchange,40,D,27
longeducationchange,25,D,27
longeducationchange,15,R,27
longeducationchange,-10,R,27
longeducationchange,10,D,27
longeducationchange,25,R,27
longeducationchange,29,R,27
longeducationchange,18,R,27
longeducationchange,20,D,27
longeducationchange,5,D,27
longeducationchange,40,R,27
longeducationchange,-28,R,27
longeducationchange,75,D,27
longeducationchange,80,R,27
longeducationchange,8,D,27
longeducationchange,15,R,27
longtaxchange,10,D,318
longtaxchange,-10,D,318
longtaxchange,-10,D,318
longtaxchange,14,I,318
longtaxchange,0,R,318
longtaxchange,15,R,318
longtaxchange,8,R,318
longtaxchange,20,D,318
longtaxchange,37,D,318
longtaxchange,5,R,318
longtaxchange,15,R,318
longtaxchange,20,D,318
longtaxchange,10,R,318
longtaxchange,10,D,318
longtaxchange,20,D,318
longtaxchange,-5,I,318
longtaxchange,50,I,318
longtaxchange,20,I,318
longtaxchange,-20,D,318
longtaxchange,23,I,318
longtaxchange,15,D,318
longtaxchange,20,I,318
longtaxchange,30,D,318
longtaxchange,25,R,318
longtaxchange,40,D,318
longtaxchange,-10,R,318
longtaxchange,-21,D,318
longtaxchange,20,R,318
longtaxchange,20,R,318
longtaxchange,30,I,318
longtaxchange,37,R,318
longtaxchange,70,D,318
longtaxchange,25,I,318
longtaxchange,5,I,318
longtaxchange,15,D,318
longtaxchange,-5,D,318
longtaxchange,40,D,318
longtaxchange,15,I,318
longtaxchange,10,I,318
longtaxchange,-15,R,318
longtaxchange,6,D,318
longtaxchange,10,R,318
longtaxchange,-5,D,318
longtaxchange,5,I,318
longtaxchange,25,I,318
longtaxchange,5,D,318
longtaxchange,0,I,318
longtaxchange,6,D,318
longtaxchange,1.00E+06,I,318
longtaxchange,9,R,318
longtaxchange,15,D,318
longtaxchange,2.42E+13,R,318
longtaxchange,20,R,318
longtaxchange,5,D,318
longtaxchange,9,D,318
longtaxchange,0,R,318
longtaxchange,30,I,318
longtaxchange,4.00E+06,D,318
longtaxchange,5,D,318
longtaxchange,40,R,318
longtaxchange,35,D,318
longtaxchange,15,R,318
longtaxchange,75,D,318
longtaxchange,10,R,318
longtaxchange,4,D,318
longtaxchange,20,D,318
longtaxchange,15,D,318
longtaxchange,25,I,318
longtaxchange,40,D,318
longtaxchange,16,R,318
longtaxchange,12,D,318
longtaxchange,5,D,318
longtaxchange,20,D,318
longtaxchange,30,D,318
longtaxchange,60,D,318
longtaxchange,42,R,318
longtaxchange,50,R,318
longtaxchange,50,D,318
longtaxchange,20,D,318
longtaxchange,4,I,318
longtaxchange,7,R,318
longtaxchange,25,D,318
longtaxchange,80,R,318
longtaxchange,10,I,318
longtaxchange,18,I,318
longtaxchange,20,R,318
longtaxchange,15,D,318
longtaxchange,-30,D,318
longtaxchange,5,R,318
longtaxchange,25,D,318
longtaxchange,-20,D,318
longtaxchange,60,D,318
longtaxchange,25,D,318
longtaxchange,5,I,318
longtaxchange,10,D,318
longtaxchange,40,D,318
longtaxchange,12,D,318
longtaxchange,2,D,318
longtaxchange,12,D,318
longtaxchange,5,D,318
longtaxchange,5,I,318
longtaxchange,5,I,318
longtaxchange,14,I,318
longtaxchange,2,D,318
longtaxchange,25,R,318
longtaxchange,10,D,318
longtaxchange,30,R,318
longtaxchange,75,R,318
longtaxchange,-20,I,318
longtaxchange,5,I,318
longtaxchange,25,R,318
longtaxchange,30,I,318
longtaxchange,15,I,318
longtaxchange,15,D,318
longtaxchange,20,D,318
longtaxchange,3,D,318
longtaxchange,30,R,318
longtaxchange,-13,D,318
longtaxchange,-50,I,318
longtaxchange,4,D,318
longtaxchange,14,R,318
longtaxchange,50,I,318
longtaxchange,35,I,318
longtaxchange,25,R,318
longtaxchange,10,R,318
longtaxchange,5,D,318
longtaxchange,5,D,318
longtaxchange,55,R,318
longtaxchange,20,R,318
longtaxchange,-8,D,318
longtaxchange,20,I,318
longtaxchange,1,D,318
longtaxchange,-15,D,318
longtaxchange,6,D,318
longtaxchange,40,D,318
longtaxchange,2,R,318
longtaxchange,7.00E+10,R,318
longtaxchange,3.00E+06,R,318
longtaxchange,50,R,318
longtaxchange,40,R,318
longtaxchange,35,I,318
longtaxchange,16,R,318
longtaxchange,30,D,318
longtaxchange,60,D,318
longtaxchange,80,R,318
longtaxchange,-24,D,318
longtaxchange,5,R,318
longtaxchange,0,I,318
longtaxchange,40,R,318
longtaxchange,10,D,318
longtaxchange,5,D,318
longtaxchange,4,R,318
longtaxchange,-10,D,318
longtaxchange,40,I,318
longtaxchange,-10,D,318
longtaxchange,20,R,318
longtaxchange,4,R,318
longtaxchange,2,D,318
longtaxchange,5,D,318
longtaxchange,15,R,318
longtaxchange,20,D,318
longtaxchange,20,D,318
longtaxchange,30,R,318
longtaxchange,-30,D,318
longtaxchange,500,D,318
longtaxchange,30,I,318
longtaxchange,500,R,318
longtaxchange,3,R,318
longtaxchange,-20,R,318
longtaxchange,10,D,318
longtaxchange,-0.05,D,318
longtaxchange,5,D,318
longtaxchange,20,D,318
longtaxchange,12,D,318
longtaxchange,-10,D,318
longtaxchange,25,D,318
longtaxchange,-2,R,318
longtaxchange,-10,D,318
longtaxchange,7,D,318
longtaxchange,10,I,318
longtaxchange,10,D,318
longtaxchange,30,R,318
longtaxchange,20,D,318
longtaxchange,-15,R,318
longtaxchange,22,D,318
longtaxchange,15,R,318
longtaxchange,50,I,318
longtaxchange,12,D,318
longtaxchange,0,R,318
longtaxchange,30,I,318
longtaxchange,10,D,318
longtaxchange,-22,D,318
longtaxchange,10,D,318
longtaxchange,5,I,318
longtaxchange,12,R,318
longtaxchange,20,R,318
longtaxchange,10,D,318
longtaxchange,5,I,318
longtaxchange,20,D,318
longtaxchange,20,I,318
longtaxchange,25,R,318
longtaxchange,3,D,318
longtaxchange,5,R,318
longtaxchange,15,R,318
longtaxchange,5,R,318
longtaxchange,10,D,318
longtaxchange,40,R,318
longtaxchange,12,R,318
longtaxchange,10,D,318
longtaxchange,15,D,318
longtaxchange,2,I,318
longtaxchange,24,I,318
longtaxchange,5,D,318
longtaxchange,15,D,318
longtaxchange,200,D,318
longtaxchange,10,R,318
longtaxchange,50,R,318
longtaxchange,20,R,318
longtaxchange,87,D,318
longtaxchange,30,D,318
longtaxchange,-3.25,D,318
longtaxchange,5,D,318
longtaxchange,15,R,318
longtaxchange,74,R,318
longtaxchange,25,D,318
longtaxchange,20,D,318
longtaxchange,5.00E+06,R,318
longtaxchange,7,R,318
longtaxchange,54,D,318
longtaxchange,10,D,318
longtaxchange,1.00E+07,D,318
longtaxchange,-5,D,318
longtaxchange,54,D,318
longtaxchange,27.8,R,318
longtaxchange,20,D,318
longtaxchange,12,D,318
longtaxchange,15,I,318
longtaxchange,20,R,318
longtaxchange,95,D,318
military.research,35,R,25
military.research,25,I,25
military.research,13,I,25
military.research,20,I,25
military.research,-15,D,25
military.research,5,R,25
military.research,2,R,25
military.research,30,D,25
military.research,20,R,25
military.research,10,D,25
military.research,5,I,25
military.research,20,D,25
military.research,40,D,25
military.research,-5,R,25
military.research,10000,I,25
military.research,20,D,25
military.research,-10,R,25
military.research,7,D,25
military.research,-1.5,R,25
military.research,-25,D,25
military.research,25,R,25
military.research,20,R,25
military.research,25,D,25
military.research,50,I,25
military.research,-1,D,25
military.research,10,I,25
military.research,28,D,25
military.research,40,I,25
military.research,10,R,25
military.research,50,D,25
military.research,-15,R,25
military.research,25,D,25
military.research,1,D,25
military.research,5,I,25
military.research,31,R,25
military.research,1,I,25
military.research,20,I,25
military.research,3500000,I,25
military.research,20,D,25
military.research,20,R,25
military.research,200,D,25
military.research,20,D,25
military.research,313,R,25
military.research,10,I,25
military.research,1.00E+07,D,25
military.research,1,D,25
military.research,-5,D,25
military.research,150,R,25
military.research,38,D,25
military.research,5,I,25
military.research,8,D,25
military.research,30,D,25
military.research,-20,R,25
military.research,2300000,D,25
military.research,10,D,25
military.research,50,R,25
military.research,18,D,25
military.research,-25,R,25
military.research,10,D,25
military.research,10,R,25
military.research,5,R,25
military.research,30,I,25
military.research,10,D,25
military.research,5,D,25
military.research,15,D,25
military.research,30,D,25
military.research,40,D,25
military.research,-8,R,25
military.research,-15,D,25
military.research,20,R,25
military.research,30,D,25
military.research,34,D,25
military.research,653,R,25
military.research,15,D,25
military.research,120,R,25
military.research,0.1,D,25
military.research,12,D,25
military.research,4,I,25
military.research,18,D,25
military.research,30,I,25
military.research,5.00E+09,R,25
military.research,15,R,25
military.research,-15,R,25
military.research,-4,D,25
military.research,20,D,25
military.research,8,D,25
military.research,14,D,25
military.research,35,R,25
military.research,15,R,25
military.research,6,D,25
military.research,25,D,25
military.research,25,D,25
military.research,50,D,25
military.research,135,D,25
military.research,15,R,25
military.research,4,R,25
military.research,50,D,25
military.research,35,R,25
military.research,15,D,25
military.research,20,D,25
military.research,25,R,25
military.research,-15,R,25
military.research,5,D,25
military.research,5,R,25
military.research,150,I,25
military.research,99,D,25
military.research,10,I,25
military.research,60,D,25
military.research,25,R,25
military.research,30,D,25
military.research,6,D,25
military.research,35,R,25
military.research,5,I,25
military.research,5,R,25
military.research,15,D,25
military.research,60,R,25
military.research,700,D,25
military.research,30,I,25
military.research,5,D,25
military.research,-30,I,25
military.research,13,D,25
military.research,10,D,25
military.research,15,D,25
military.research,20,D,25
military.research,20,R,25
military.research,-5,D,25
military.research,25,D,25
military.research,18,R,25
military.research,20,R,25
military.research,20,R,25
military.research,20,R,25
military.research,-30,R,25
military.research,6.6,R,25
military.research,5,R,25
military.research,4,D,25
military.research,-20,R,25
military.research,16,D,25
military.research,-30,I,25
military.research,80,D,25
military.research,8,D,25
military.research,20,I,25
military.research,45,R,25
military.research,30,R,25
military.research,5,R,25
military.research,15,D,25
military.research,25,D,25
military.research,-25,R,25
military.research,5,R,25
military.research,15,D,25
military.research,4,R,25
military.research,45,D,25
military.research,-5,D,25
military.research,2,D,25
military.research,-30,R,25
military.research,15,R,25
military.research,150,D,25
military.research,80,D,25
military.research,20,D,25
military.research,500,R,25
military.research,5,R,25
military.research,8,R,25
military.research,10,R,25
military.research,10,D,25
military.research,0.06,D,25
military.research,4,D,25
military.research,10,D,25
military.research,12,D,25
military.research,15,D,25
military.research,13,R,25
military.research,75,D,25
military.research,-10,D,25
military.research,14,D,25
military.research,10,D,25
military.research,20,D,25
military.research,25,D,25
military.research,10,D,25
military.research,15,D,25
military.research,15,D,25
military.research,5.75E+08,I,25
military.research,25,D,25
military.research,12,R,25
military.research,10,D,25
military.research,20,I,25
military.research,5,D,25
military.research,6,D,25
military.research,2,D,25
military.research,250,I,25
military.research,12,D,25
military.research,3.00E+08,R,25
military.research,300,I,25
military.research,10,D,25
military.research,10,D,25
military.research,11,I,25
military.research,25,D,25
military.research,10,I,25
military.research,15,R,25
military.research,-3,D,25
military.research,25,D,25
military.research,35,R,25
military.research,15,R,25
military.research,-10,R,25
military.research,25,I,25
military.research,20,R,25
military.research,-10,D,25
military.research,3,R,25
military.research,3,D,25
military.research,60,I,25
military.research,35,R,25
military.research,3,R,25
military.research,20,R,25
military.research,15,D,25
military.research,1500,D,25
military.research,30,R,25
military.research,1.00E+08,D,25
military.research,75,D,25
military.research,15,D,25
military.research,30,D,25
military.research,65,I,25
military.research,7,D,25
military.research,610,R,25
military.research,30,R,25
military.research,40,D,25
military.research,35,D,25
military.research,25,D,25
military.research,50,R,25
military.research,40,I,25
military.research,-10,R,25
military.research,50,D,25
military.research,25,D,25
military.research,15,I,25
military.research,40,D,25
military.research,5,D,25
military.research,10,D,25
military.research,15,D,25
military.research,56,D,25
military.research,16,R,25
military.research,25,D,25
military.research,-60,R,25
military.research,50,D,25
military.research,3,D,25
military.research,-5,R,25
military.research,13,R,25
military.research,50,D,25
military.research,50,R,25
military.research,13,D,25
military.research,15,R,25
military.research,40,R,25
murder,3,I,5.2
murder,1,D,5.2
murder,1,R,5.2
murder,20,I,5.2
murder,-0.03,D,5.2
murder,5,R,5.2
murder,15,D,5.2
murder,5,R,5.2
murder,-1,D,5.2
murder,3,R,5.2
murder,5,R,5.2
murder,10,D,5.2
murder,20,R,5.2
murder,0,D,5.2
murder,-5,I,5.2
murder,-10,D,5.2
murder,12,I,5.2
murder,25,D,5.2
murder,-15,I,5.2
murder,-20,D,5.2
murder,30,R,5.2
murder,-0.05,I,5.2
murder,-15,D,5.2
murder,5,R,5.2
murder,0,R,5.2
murder,-30,R,5.2
murder,1,I,5.2
murder,8,R,5.2
murder,4,R,5.2
murder,2,R,5.2
murder,24,I,5.2
murder,3,I,5.2
murder,3,D,5.2
murder,5,I,5.2
murder,115,D,5.2
murder,40,D,5.2
murder,25,I,5.2
murder,40,D,5.2
murder,5,R,5.2
murder,1,D,5.2
murder,10,R,5.2
murder,3,D,5.2
murder,-4,I,5.2
murder,3,R,5.2
murder,0.5,I,5.2
murder,-7,R,5.2
murder,5,I,5.2
murder,7,R,5.2
murder,2,D,5.2
murder,-10,D,5.2
murder,-5,D,5.2
murder,1,D,5.2
murder,-2,R,5.2
murder,1,R,5.2
murder,8,D,5.2
murder,12,D,5.2
murder,0,R,5.2
murder,-5,D,5.2
murder,1750000,D,5.2
murder,30,R,5.2
murder,0,I,5.2
murder,-2,D,5.2
murder,12,R,5.2
murder,7,R,5.2
murder,5,D,5.2
murder,15,R,5.2
murder,3,R,5.2
murder,-2,D,5.2
murder,10,R,5.2
murder,-2,I,5.2
murder,3,R,5.2
murder,8,D,5.2
murder,-2,D,5.2
murder,50,R,5.2
murder,-8,D,5.2
murder,291,R,5.2
murder,-0.08,D,5.2
murder,60,R,5.2
murder,6,I,5.2
murder,1,D,5.2
murder,-20,D,5.2
murder,6,D,5.2
murder,-10,D,5.2
murder,-5,I,5.2
murder,50,D,5.2
murder,34,R,5.2
murder,-10,R,5.2
murder,3,D,5.2
murder,-10,D,5.2
murder,8,R,5.2
murder,-5,D,5.2
murder,20,R,5.2
murder,10,D,5.2
murder,-27,D,5.2
murder,9,D,5.2
murder,2,D,5.2
murder,1,D,5.2
murder,10,R,5.2
murder,-2,I,5.2
murder,-10,D,5.2
murder,-25,R,5.2
murder,-20,R,5.2
murder,0,D,5.2
murder,-10,R,5.2
murder,9,R,5.2
murder,-5,D,5.2
murder,-2,D,5.2
murder,-15,I,5.2
murder,-20,I,5.2
murder,-12,R,5.2
murder,-10,D,5.2
murder,2,D,5.2
murder,40,R,5.2
murder,1,D,5.2
murder,-10,I,5.2
murder,-0.05,D,5.2
murder,13,R,5.2
murder,20,I,5.2
murder,3,I,5.2
murder,3.5,R,5.2
murder,-8,D,5.2
murder,-2,D,5.2
murder,15,I,5.2
murder,5,I,5.2
murder,1,D,5.2
murder,-5,D,5.2
murder,5,I,5.2
murder,-12,R,5.2
murder,-10,R,5.2
murder,1,D,5.2
murder,10,D,5.2
murder,5,D,5.2
murder,8,D,5.2
murder,15,D,5.2
murder,6,D,5.2
murder,10,R,5.2
murder,15,R,5.2
murder,3,D,5.2
murder,2,D,5.2
murder,-20,D,5.2
murder,-2,D,5.2
murder,-3.5,D,5.2
murder,-5,R,5.2
murder,-3,D,5.2
murder,-2,R,5.2
murder,5,D,5.2
murder,-8,D,5.2
murder,40,D,5.2
murder,0.6,D,5.2
murder,-5,D,5.2
murder,2,D,5.2
murder,-3,D,5.2
murder,7,D,5.2
murder,-25,D,5.2
murder,5,D,5.2
murder,-2,R,5.2
murder,20,D,5.2
murder,60,D,5.2
murder,5,R,5.2
murder,25,R,5.2
murder,1,R,5.2
murder,14,R,5.2
murder,-2,R,5.2
murder,28,R,5.2
murder,-2,R,5.2
murder,5,D,5.2
murder,23,D,5.2
murder,5,R,5.2
murder,-2,R,5.2
murder,-10,D,5.2
murder,-20,D,5.2
murder,-15,D,5.2
murder,10,D,5.2
murder,25,D,5.2
murder,-10,D,5.2
murder,4,R,5.2
murder,5,R,5.2
murder,-1,I,5.2
murder,32,D,5.2
murder,30,R,5.2
murder,5,D,5.2
murder,-5,D,5.2
murder,-3,I,5.2
murder,-1,D,5.2
murder,-5,D,5.2
murder,-18,R,5.2
murder,3,D,5.2
murder,3,D,5.2
murder,10,R,5.2
murder,-5,R,5.2
murder,-10,R,5.2
murder,3,R,5.2
murder,-5,D,5.2
murder,-15,D,5.2
murder,-5,R,5.2
murder,3,R,5.2
murder,-5,D,5.2
murder,5,R,5.2
murder,60,R,5.2
murder,10,D,5.2
murder,50,I,5.2
murder,5,R,5.2
murder,15,R,5.2
murder,-2,D,5.2
murder,13,R,5.2
murder,4,D,5.2
murder,3,D,5.2
murder,-7,D,5.2
murder,-2,D,5.2
murder,0.02,D,5.2
murder,-10,R,5.2
murder,-20,D,5.2
murder,30,D,5.2
murder,2,D,5.2
murder,25,I,5.2
murder,-5,R,5.2
murder,14,D,5.2
murder,25,I,5.2
murder,5,R,5.2
murder,2,R,5.2
murder,20,R,5.2
nutrition.needy,1.00E+09,D,1.55E+11
nutrition.needy,-10,D,1.55E+11
nutrition.needy,5.00E+05,D,1.55E+11
nutrition.needy,2.50E+08,R,1.55E+11
nutrition.needy,1.00E+09,R,1.55E+11
nutrition.needy,5.00E+07,R,1.55E+11
nutrition.needy,4.00E+11,R,1.55E+11
nutrition.needy,10,D,1.55E+11
nutrition.needy,50,R,1.55E+11
nutrition.needy,2.00E+06,D,1.55E+11
nutrition.needy,2.00E+07,R,1.55E+11
nutrition.needy,-10,D,1.55E+11
nutrition.needy,2.00E+10,R,1.55E+11
nutrition.needy,1.20E+07,D,1.55E+11
nutrition.needy,25,D,1.55E+11
nutrition.needy,1.00E+10,I,1.55E+11
nutrition.needy,1.00E+07,D,1.55E+11
nutrition.needy,1.00E+05,I,1.55E+11
nutrition.needy,40,R,1.55E+11
nutrition.needy,2.00E+09,I,1.55E+11
nutrition.needy,46,D,1.55E+11
nutrition.needy,25,R,1.55E+11
nutrition.needy,-25,D,1.55E+11
nutrition.needy,30,R,1.55E+11
nutrition.needy,4.00E+09,I,1.55E+11
nutrition.needy,1.50E+10,R,1.55E+11
nutrition.needy,-18,R,1.55E+11
nutrition.needy,157000,D,1.55E+11
nutrition.needy,1,I,1.55E+11
nutrition.needy,1.00E+08,I,1.55E+11
nutrition.needy,-5.00E+07,D,1.55E+11
nutrition.needy,5.00E+05,D,1.55E+11
nutrition.needy,4.50E+11,R,1.55E+11
nutrition.needy,5.50E+09,R,1.55E+11
nutrition.needy,1.50E+07,D,1.55E+11
nutrition.needy,5.00E+07,R,1.55E+11
nutrition.needy,62,R,1.55E+11
nutrition.needy,5.00E+06,I,1.55E+11
nutrition.needy,-0.55,D,1.55E+11
nutrition.needy,-25,I,1.55E+11
nutrition.needy,5.00E+05,D,1.55E+11
nutrition.needy,1500000,D,1.55E+11
nutrition.needy,7,R,1.55E+11
nutrition.needy,1.00E+06,D,1.55E+11
nutrition.needy,5.00E+06,D,1.55E+11
nutrition.needy,2.50E+07,D,1.55E+11
nutrition.needy,2,D,1.55E+11
nutrition.needy,5.00E+10,D,1.55E+11
nutrition.needy,4.00E+07,R,1.55E+11
nutrition.needy,45,D,1.55E+11
nutrition.needy,56,I,1.55E+11
nutrition.needy,4.50E+07,D,1.55E+11
nutrition.needy,10,I,1.55E+11
nutrition.needy,10000,D,1.55E+11
nutrition.needy,25,D,1.55E+11
nutrition.needy,10,D,1.55E+11
nutrition.needy,1.00E+06,D,1.55E+11
nutrition.needy,1.00E+10,D,1.55E+11
nutrition.needy,2,R,1.55E+11
nutrition.needy,3.00E+09,D,1.55E+11
nutrition.needy,54,I,1.55E+11
nutrition.needy,1,D,1.55E+11
nutrition.needy,50,I,1.55E+11
nutrition.needy,3.00E+08,D,1.55E+11
nutrition.needy,1.50E+10,D,1.55E+11
nutrition.needy,25,R,1.55E+11
nutrition.needy,1.00E+07,R,1.55E+11
nutrition.needy,4.00E+07,D,1.55E+11
nutrition.needy,7.00E+06,D,1.55E+11
nutrition.needy,7.00E+07,R,1.55E+11
nutrition.needy,0,D,1.55E+11
nutrition.needy,6,R,1.55E+11
nutrition.needy,9,D,1.55E+11
nutrition.needy,1.00E+07,R,1.55E+11
nutrition.needy,1.00E+08,R,1.55E+11
nutrition.needy,1.00E+07,R,1.55E+11
nutrition.needy,5.00E+09,D,1.55E+11
nutrition.needy,5,D,1.55E+11
nutrition.needy,15,D,1.55E+11
nutrition.needy,1.00E+09,D,1.55E+11
nutrition.needy,-5.00E+08,D,1.55E+11
nutrition.needy,30,D,1.55E+11
nutrition.needy,-4.00E+05,R,1.55E+11
nutrition.needy,-5,D,1.55E+11
nutrition.needy,5.00E+05,R,1.55E+11
nutrition.needy,17,R,1.55E+11
nutrition.needy,-39,D,1.55E+11
nutrition.needy,2000,D,1.55E+11
nutrition.needy,20,D,1.55E+11
nutrition.needy,500,R,1.55E+11
nutrition.needy,120,D,1.55E+11
nutrition.needy,-5.00E+08,I,1.55E+11
nutrition.needy,30,R,1.55E+11
nutrition.needy,1.00E+11,D,1.55E+11
nutrition.needy,1.00E+07,I,1.55E+11
nutrition.needy,2.00E+09,D,1.55E+11
nutrition.needy,999999,D,1.55E+11
nutrition.needy,10000,D,1.55E+11
nutrition.needy,1.00E+07,D,1.55E+11
nutrition.needy,1.00E+07,R,1.55E+11
nutrition.needy,10,I,1.55E+11
nutrition.needy,5,D,1.55E+11
nutrition.needy,250,D,1.55E+11
nutrition.needy,25,I,1.55E+11
nutrition.needy,5.00E+08,D,1.55E+11
nutrition.needy,1.00E+05,D,1.55E+11
nutrition.needy,15,R,1.55E+11
nutrition.needy,54,R,1.55E+11
nutrition.needy,5.00E+11,R,1.55E+11
nutrition.needy,1.00E+05,R,1.55E+11
nutrition.needy,1.00E+12,R,1.55E+11
nutrition.needy,66,R,1.55E+11
nutrition.needy,50,D,1.55E+11
nutrition.needy,5,D,1.55E+11
nutrition.needy,-20,I,1.55E+11
nutrition.needy,2.00E+09,D,1.55E+11
nutrition.needy,5.00E+06,I,1.55E+11
nutrition.needy,-15,D,1.55E+11
nutrition.needy,3,R,1.55E+11
nutrition.needy,30,D,1.55E+11
nutrition.needy,3.00E+07,D,1.55E+11
nutrition.needy,90,I,1.55E+11
nutrition.needy,1.00E+07,D,1.55E+11
nutrition.needy,5.00E+07,D,1.55E+11
nutrition.needy,3.00E+06,R,1.55E+11
nutrition.needy,3.00E+07,D,1.55E+11
nutrition.needy,5,I,1.55E+11
nutrition.needy,1.00E+08,R,1.55E+11
nutrition.needy,5.00E+06,R,1.55E+11
nutrition.needy,2,D,1.55E+11
nutrition.needy,-22,R,1.55E+11
nutrition.needy,1.00E+11,R,1.55E+11
nutrition.needy,2.00E+06,D,1.55E+11
nutrition.needy,-10,D,1.55E+11
nutrition.needy,1.40E+07,D,1.55E+11
nutrition.needy,5.00E+08,R,1.55E+11
nutrition.needy,5.00E+11,D,1.55E+11
nutrition.needy,30,D,1.55E+11
nutrition.needy,3.00E+06,D,1.55E+11
nutrition.needy,2.00E+07,D,1.55E+11
nutrition.needy,-50,D,1.55E+11
nutrition.needy,200.5,D,1.55E+11
nutrition.needy,-4,D,1.55E+11
nutrition.needy,13,D,1.55E+11
nutrition.needy,2,D,1.55E+11
nutrition.needy,2.00E+07,R,1.55E+11
nutrition.needy,4.50E+08,I,1.55E+11
nutrition.needy,0,D,1.55E+11
nutrition.needy,1.00E+07,D,1.55E+11
nutrition.needy,5.00E+05,I,1.55E+11
nutrition.needy,3,D,1.55E+11
nutrition.needy,567,I,1.55E+11
nutrition.needy,-1.00E+07,D,1.55E+11
nutrition.needy,10,D,1.55E+11
nutrition.needy,1.00E+06,D,1.55E+11
nutrition.needy,50,R,1.55E+11
nutrition.needy,800,R,1.55E+11
nutrition.needy,4.50E+07,I,1.55E+11
nutrition.needy,4.00E+08,D,1.55E+11
nutrition.needy,6.00E+10,I,1.55E+11
nutrition.needy,40,R,1.55E+11
nutrition.needy,20,I,1.55E+11
nutrition.needy,1.00E+09,D,1.55E+11
nutrition.needy,5.00E+05,D,1.55E+11
nutrition.needy,1.50E+07,R,1.55E+11
nutrition.needy,50,R,1.55E+11
nutrition.needy,400,D,1.55E+11
nutrition.needy,30,D,1.55E+11
nutrition.needy,2.00E+09,R,1.55E+11
nutrition.needy,2,D,1.55E+11
nutrition.needy,10,R,1.55E+11
nutrition.needy,25,D,1.55E+11
nutrition.needy,0,D,1.55E+11
nutrition.needy,1.00E+08,R,1.55E+11
nutrition.needy,-3.00E+05,D,1.55E+11
nutrition.needy,2.00E+06,R,1.55E+11
nutrition.needy,17,D,1.55E+11
nutrition.needy,50,D,1.55E+11
nutrition.needy,1.00E+05,R,1.55E+11
nutrition.needy,-1300,D,1.55E+11
nutrition.needy,1400000,D,1.55E+11
nutrition.needy,175,R,1.55E+11
nutrition.needy,30,D,1.55E+11
nutrition.needy,5,D,1.55E+11
obamadow,55,D,19732.4
obamadow,14000,D,19732.4
obamadow,7800,R,19732.4
obamadow,9999,D,19732.4
obamadow,9000,D,19732.4
obamadow,9000,R,19732.4
obamadow,11000,R,19732.4
obamadow,8530,D,19732.4
obamadow,16000,R,19732.4
obamadow,9000,D,19732.4
obamadow,18000,R,19732.4
obamadow,1,D,19732.4
obamadow,16000,R,19732.4
obamadow,9000,D,19732.4
obamadow,11000,D,19732.4
obamadow,7,D,19732.4
obamadow,16000,R,19732.4
obamadow,8892.43,D,19732.4
obamadow,8652.15,R,19732.4
obamadow,383800,R,19732.4
obamadow,14000,I,19732.4
